merch_state,month_date,breakfast_lunch_cost,dinner_cost,median_meal_cost,transaction_count,unique_visitors,data_quality_flag,period_start,period_end,calculation_timestamp
SD,2025-01-01,18.790000915527344,38.409999847412109,27.209999084472656,1587401,5599,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:39:36.731682 UTC
MA,2025-01-01,16.3799991607666,32.560001373291016,22.639999389648438,1453140,5581,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:39:36.731682 UTC
ID,2025-01-01,18.670000076293945,37.340000152587891,26.510000228881836,1446936,4558,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:39:36.731682 UTC
MD,2025-01-01,21.860000610351562,42.569999694824219,30.430000305175781,1217961,5356,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:39:36.731682 UTC
DE,2025-01-01,6.4000000953674316,9.8500003814697266,7.2100000381469727,1173051,3240,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:39:36.731682 UTC
NE,2025-01-01,19.799999237060547,37.189998626708984,27.059999465942383,1104929,4461,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:39:36.731682 UTC
ND,2025-01-01,18.920000076293945,37.060001373291016,26.909999847412109,945887,3235,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:39:36.731682 UTC
MT,2025-01-01,21.149999618530273,40.5099983215332,29.489999771118164,935554,3180,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:39:36.731682 UTC
NJ,2025-01-01,19.299999237060547,37.729999542236328,26.579999923706055,923989,4340,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:39:36.731682 UTC
DC,2025-01-01,16.649999618530273,34.279998779296875,22.889999389648438,892291,3522,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:39:36.731682 UTC
WY,2025-01-01,22.540000915527344,40.869998931884766,30.8700008392334,884809,3122,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:39:36.731682 UTC
CT,2025-01-01,18.950000762939453,38.479999542236328,26.860000610351562,617151,2667,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:39:36.731682 UTC
NH,2025-01-01,20.190000534057617,43.189998626708984,29.639999389648438,569106,2670,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:39:36.731682 UTC
VT,2025-01-01,15.130000114440918,28.819999694824219,21.430000305175781,515649,2016,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:39:36.731682 UTC
ME,2025-01-01,17.799999237060547,38.090000152587891,25.889999389648438,399007,1499,ROLLING_3MO,2025-01-01,2025-10-31,2025-11-18 17:39:36.731682 UTC
RI,2025-01-01,16.739999771118164,31.909999847412109,23.110000610351562,169193,715,ROLLING_3MO,2025-01-01,2025-10-31,2025-11-18 17:39:36.731682 UTC
XX,2025-01-01,10.229999542236328,16.040000915527344,12.569999694824219,14220,25,EXCLUDE,2025-01-01,2025-10-31,2025-11-18 17:39:36.731682 UTC
TX,2025-02-01,20.239999771118164,38.75,27.739999771118164,16761776,50689,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:39:36.731682 UTC
FL,2025-02-01,25.440000534057617,49.2400016784668,35.580001831054688,15269018,48134,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:39:36.731682 UTC
CA,2025-02-01,19.510000228881836,40.319999694824219,27.600000381469727,14697837,53012,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:39:36.731682 UTC
TN,2025-02-01,22.530000686645508,42.360000610351562,31.969999313354492,8474862,25861,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:39:36.731682 UTC
AZ,2025-02-01,21.030000686645508,41.520000457763672,30.069999694824219,7349427,20682,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:39:36.731682 UTC
VA,2025-02-01,17.989999771118164,34.849998474121094,24.889999389648438,7201079,16975,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:39:36.731682 UTC
CO,2025-02-01,17.8700008392334,35.299999237060547,24.75,6608215,21907,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:39:36.731682 UTC
GA,2025-02-01,19.139999389648438,35.979999542236328,26.239999771118164,6171308,23184,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:39:36.731682 UTC
OK,2025-02-01,15.0,30.010000228881836,20.840000152587891,6151624,16400,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:39:36.731682 UTC
IL,2025-02-01,17.059999465942383,34.180000305175781,23.739999771118164,5759038,29204,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:39:36.731682 UTC
LA,2025-02-01,21.799999237060547,41.729999542236328,30.459999084472656,5755366,17083,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:39:36.731682 UTC
NV,2025-02-01,24.090000152587891,47.669998168945312,33.860000610351562,5567988,16575,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:39:36.731682 UTC
WI,2025-02-01,16.030000686645508,33.069999694824219,22.840000152587891,5537132,19216,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:39:36.731682 UTC
MS,2025-02-01,18.420000076293945,35.290000915527344,25.299999237060547,5368409,14123,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:39:36.731682 UTC
AK,2025-02-01,23.3799991607666,45.159999847412109,32.880001068115234,4721499,11472,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:39:36.731682 UTC
NC,2025-02-01,20.309999465942383,38.590000152587891,28.049999237060547,4654830,15021,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:39:36.731682 UTC
KS,2025-02-01,18.3799991607666,35.619998931884766,25.389999389648438,4211935,13319,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:39:36.731682 UTC
PA,2025-02-01,17.180000305175781,33.779998779296875,24.030000686645508,4141324,15690,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:39:36.731682 UTC
HI,2025-02-01,22.030000686645508,44.909999847412109,31.239999771118164,3732125,9910,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:39:36.731682 UTC
KY,2025-02-01,20.450000762939453,38.590000152587891,28.319999694824219,3600427,13076,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:39:36.731682 UTC
NY,2025-02-01,16.940000534057617,35.029998779296875,24.170000076293945,3533893,14760,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:39:36.731682 UTC
NM,2025-02-01,24.049999237060547,45.580001831054688,33.479999542236328,3451723,10621,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:39:36.731682 UTC
MN,2025-02-01,17.75,36.020000457763672,25.280000686645508,3446927,13496,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:39:36.731682 UTC
MO,2025-02-01,18.950000762939453,36.669998168945312,26.040000915527344,3409919,12659,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:39:36.731682 UTC
IN,2025-02-01,17.540000915527344,33.279998779296875,23.8799991607666,2976159,10625,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:39:36.731682 UTC
SC,2025-02-01,19.469999313354492,38.25,27.270000457763672,2896224,9840,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:39:36.731682 UTC
WA,2025-02-01,20.280000686645508,39.569999694824219,27.799999237060547,2833312,10408,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:39:36.731682 UTC
AL,2025-02-01,20.069999694824219,39.060001373291016,28.200000762939453,2796627,9663,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:39:36.731682 UTC
OH,2025-02-01,18.059999465942383,35.450000762939453,25.489999771118164,2748477,10930,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:39:36.731682 UTC
IA,2025-02-01,12.960000038146973,26.270000457763672,18.229999542236328,2736433,8569,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:39:36.731682 UTC
AR,2025-02-01,19.940000534057617,38.459999084472656,28.1200008392334,2710416,8548,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:39:36.731682 UTC
MI,2025-02-01,18.020000457763672,35.900001525878906,25.590000152587891,2662662,10187,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:39:36.731682 UTC
UT,2025-02-01,16.260000228881836,32.520000457763672,23.069999694824219,2552245,9798,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:39:36.731682 UTC
WV,2025-02-01,17.659999847412109,34.580001831054688,25.010000228881836,1874745,5721,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:39:36.731682 UTC
SD,2025-02-01,19.1299991607666,39.450000762939453,27.030000686645508,1623698,5831,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:39:36.731682 UTC
OR,2025-02-01,17.530000686645508,35.049999237060547,24.829999923706055,1620401,5982,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:39:36.731682 UTC
MA,2025-02-01,15.399999618530273,32.150001525878906,21.440000534057617,1514089,5572,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:39:36.731682 UTC
ID,2025-02-01,19.069999694824219,37.810001373291016,27.180000305175781,1333247,4163,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:39:36.731682 UTC
MD,2025-02-01,21.440000534057617,43.220001220703125,30.489999771118164,1248938,5434,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:39:36.731682 UTC
NE,2025-02-01,19.610000610351562,37.669998168945312,27.3700008392334,1137271,4626,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:39:36.731682 UTC
DE,2025-02-01,6.5100002288818359,10.319999694824219,7.369999885559082,1087530,2986,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:39:36.731682 UTC
ND,2025-02-01,19.270000457763672,38.069999694824219,27.219999313354492,914064,3260,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:39:36.731682 UTC
MT,2025-02-01,21.239999771118164,40.849998474121094,29.6200008392334,904121,3035,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:39:36.731682 UTC
NJ,2025-02-01,19.389999389648438,38.659999847412109,27.079999923706055,901184,3996,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:39:36.731682 UTC
DC,2025-02-01,16.610000610351562,34.5099983215332,23.489999771118164,877538,3265,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:39:36.731682 UTC
WY,2025-02-01,22.469999313354492,42.049999237060547,31.170000076293945,846520,2980,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:39:36.731682 UTC
NH,2025-02-01,19.659999847412109,42.110000610351562,29.069999694824219,647034,2980,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:39:36.731682 UTC
CT,2025-02-01,17.190000534057617,34.919998168945312,24.290000915527344,637407,2679,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:39:36.731682 UTC
VT,2025-02-01,14.829999923706055,29.610000610351562,20.930000305175781,468833,1875,ROLLING_3MO,2025-01-01,2025-10-31,2025-11-18 17:39:36.731682 UTC
ME,2025-02-01,17.360000610351562,37.310001373291016,25.290000915527344,412334,1596,ROLLING_3MO,2025-01-01,2025-10-31,2025-11-18 17:39:36.731682 UTC
RI,2025-02-01,15.270000457763672,31.229999542236328,21.819999694824219,207775,764,ROLLING_3MO,2025-01-01,2025-10-31,2025-11-18 17:39:36.731682 UTC
XX,2025-02-01,8.9700002670288086,15.079999923706055,11.869999885559082,10572,15,EXCLUDE,2025-01-01,2025-10-31,2025-11-18 17:39:36.731682 UTC
FL,2025-03-01,23.6200008392334,47.790000915527344,33.779998779296875,21586993,66021,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:39:36.731682 UTC
TX,2025-03-01,21.040000915527344,41.0099983215332,29.399999618530273,19392468,59725,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:39:36.731682 UTC
CA,2025-03-01,19.680000305175781,40.950000762939453,27.989999771118164,17187146,60968,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:39:36.731682 UTC
TN,2025-03-01,22.950000762939453,43.25,32.5,11984643,35718,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:39:36.731682 UTC
VA,2025-03-01,19.1200008392334,37.720001220703125,26.6299991607666,8771250,21565,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:39:36.731682 UTC
AZ,2025-03-01,21.600000381469727,43.220001220703125,31.0,8549951,24899,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:39:36.731682 UTC
CO,2025-03-01,18.819999694824219,37.369998931884766,26.190000534057617,8139800,26696,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:39:36.731682 UTC
OK,2025-03-01,15.340000152587891,31.930000305175781,21.729999542236328,8081618,21788,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:39:36.731682 UTC
IL,2025-03-01,17.610000610351562,34.860000610351562,24.409999847412109,7355165,36409,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:39:36.731682 UTC
GA,2025-03-01,19.760000228881836,37.540000915527344,27.309999465942383,7155130,27447,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:39:36.731682 UTC
LA,2025-03-01,22.360000610351562,43.360000610351562,31.3700008392334,6957717,20449,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:39:36.731682 UTC
NV,2025-03-01,24.159999847412109,48.060001373291016,33.75,6499342,19116,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:39:36.731682 UTC
WI,2025-03-01,16.690000534057617,33.680000305175781,23.530000686645508,6265230,22314,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:39:36.731682 UTC
NC,2025-03-01,20.440000534057617,39.299999237060547,28.3700008392334,6042032,19264,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:39:36.731682 UTC
MS,2025-03-01,19.829999923706055,38.0099983215332,27.739999771118164,5739743,15773,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:39:36.731682 UTC
AK,2025-03-01,24.75,47.380001068115234,34.680000305175781,5620569,12588,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:39:36.731682 UTC
KS,2025-03-01,18.930000305175781,37.319999694824219,26.709999084472656,5572074,17497,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:39:36.731682 UTC
PA,2025-03-01,17.479999542236328,34.779998779296875,24.600000381469727,5151365,19080,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:39:36.731682 UTC
MO,2025-03-01,20.590000152587891,41.459999084472656,29.280000686645508,5131158,19496,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:39:36.731682 UTC
KY,2025-03-01,21.340000152587891,40.310001373291016,29.600000381469727,4505100,16562,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:39:36.731682 UTC
NY,2025-03-01,17.010000228881836,34.639999389648438,24.0,4460139,18280,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:39:36.731682 UTC
HI,2025-03-01,22.020000457763672,44.729999542236328,31.25,4191538,11185,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:39:36.731682 UTC
SC,2025-03-01,20.8799991607666,41.2599983215332,29.450000762939453,4167362,13258,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:39:36.731682 UTC
NM,2025-03-01,24.950000762939453,47.130001068115234,34.709999084472656,4116266,12566,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:39:36.731682 UTC
MN,2025-03-01,18.389999389648438,36.540000915527344,26.0,4111084,16101,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:39:36.731682 UTC
AL,2025-03-01,22.0,43.75,31.159999847412109,3719959,12760,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:39:36.731682 UTC
AR,2025-03-01,21.219999313354492,41.630001068115234,30.010000228881836,3572744,11560,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:39:36.731682 UTC
IN,2025-03-01,18.909999847412109,36.459999084472656,26.309999465942383,3548211,13238,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:39:36.731682 UTC
WA,2025-03-01,20.799999237060547,39.819999694824219,28.430000305175781,3491435,12665,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:39:36.731682 UTC
OH,2025-03-01,19.1200008392334,37.060001373291016,26.440000534057617,3438944,14133,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:39:36.731682 UTC
MI,2025-03-01,18.590000152587891,36.340000152587891,26.180000305175781,3133473,12170,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:39:36.731682 UTC
UT,2025-03-01,16.340000152587891,32.819999694824219,23.1299991607666,3129435,12315,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:39:36.731682 UTC
IA,2025-03-01,13.75,28.420000076293945,19.469999313354492,3117765,10305,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:39:36.731682 UTC
WV,2025-03-01,18.780000686645508,37.0,26.329999923706055,2314006,7116,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:39:36.731682 UTC
OR,2025-03-01,18.319999694824219,36.650001525878906,25.549999237060547,2034525,7377,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:39:36.731682 UTC
SD,2025-03-01,19.200000762939453,39.389999389648438,27.940000534057617,2015771,7008,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:39:36.731682 UTC
MA,2025-03-01,15.710000038146973,32.830001831054688,22.040000915527344,1876518,7028,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:39:36.731682 UTC
MD,2025-03-01,21.549999237060547,43.279998779296875,30.819999694824219,1711373,7435,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:39:36.731682 UTC
ID,2025-03-01,19.860000610351562,40.25,28.360000610351562,1558052,4880,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:39:36.731682 UTC
NE,2025-03-01,20.739999771118164,40.689998626708984,29.079999923706055,1387217,5855,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:39:36.731682 UTC
DC,2025-03-01,17.079999923706055,35.270000457763672,24.229999542236328,1252534,4999,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:39:36.731682 UTC
DE,2025-03-01,6.679999828338623,11.090000152587891,7.7600002288818359,1230056,3618,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:39:36.731682 UTC
NJ,2025-03-01,19.709999084472656,39.630001068115234,28.100000381469727,1151543,5338,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:39:36.731682 UTC
MT,2025-03-01,21.659999847412109,41.849998474121094,30.709999084472656,1095476,3765,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:39:36.731682 UTC
ND,2025-03-01,19.729999542236328,37.970001220703125,27.860000610351562,1066762,3696,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:39:36.731682 UTC
WY,2025-03-01,22.819999694824219,42.419998168945312,31.510000228881836,995390,3441,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:39:36.731682 UTC
CT,2025-03-01,18.3799991607666,37.419998168945312,25.709999084472656,728130,3054,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:39:36.731682 UTC
NH,2025-03-01,20.1299991607666,41.930000305175781,28.899999618530273,499236,2386,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:39:36.731682 UTC
VT,2025-03-01,13.4399995803833,28.100000381469727,19.540000915527344,441594,1712,ROLLING_3MO,2025-01-01,2025-10-31,2025-11-18 17:39:36.731682 UTC
ME,2025-03-01,18.520000457763672,39.619998931884766,27.260000228881836,403619,1651,ROLLING_3MO,2025-01-01,2025-10-31,2025-11-18 17:39:36.731682 UTC
RI,2025-03-01,14.800000190734863,33.770000457763672,21.959999084472656,266630,1022,ROLLING_3MO,2025-01-01,2025-10-31,2025-11-18 17:39:36.731682 UTC
XX,2025-03-01,8.6000003814697266,14.359999656677246,10.079999923706055,7388,25,EXCLUDE,2025-01-01,2025-10-31,2025-11-18 17:39:36.731682 UTC
CA,2025-04-01,19.579999923706055,40.549999237060547,27.739999771118164,15599128,56305,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:39:36.731682 UTC
FL,2025-04-01,25.090000152587891,50.900001525878906,35.810001373291016,15374423,49884,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:39:36.731682 UTC
TX,2025-04-01,20.079999923706055,38.840000152587891,27.649999618530273,15285121,47991,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:39:36.731682 UTC
TN,2025-04-01,22.540000915527344,42.529998779296875,31.8799991607666,9977263,30599,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:39:36.731682 UTC
VA,2025-04-01,18.350000381469727,36.200000762939453,25.569999694824219,7947599,19809,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:39:36.731682 UTC
AZ,2025-04-01,20.180000305175781,40.470001220703125,28.680000305175781,6826920,19657,SINGLE_MONTH,2025-01-01,2025-10-31,2025-11-18 17:39:36.731682 UTC
